text,emotion
猫咪可能只是太好奇了，下次把作品放高点吧。,关切语调
哇，太酷了！这张唱片是哪一张专辑？你有马上听吗？,开心语调
啊，这一定让你很难过…不过现在科技这么发达，一定还是可以随时联系的。,关切语调
啊？太厉害了！是哪张作品入选的？你一定得去参加颁奖典礼！,惊奇语调
这太奇怪了…你有检查手机的设定吗？也许有人动过它？,关切语调
真的假的？夜市的抽奖竟然这么大奖？,惊奇语调
真的假的？庙里不是晚上通常都没什么人吗？,关切语调
哇！早餐店老板这么佛心？那奶茶好喝吗？,开心语调
太夸张了吧！下次要不要早点去？,愤怒语调
过年是这样啦，不过陪家人也挺重要的，朋友聚会可以之后在补上！,关切语调
听起来好舒服！阳明山的温泉真的很不错！,开心语调
哇，这也太巧了吧！你有跟他聊聊吗？还是他忙著表演？,惊奇语调
真的假的？他们两个之前看起来完全没互动啊，怎么突然在一起了？,惊奇语调
什么消息？快说来听听！,开心语调
真的吗？他们平常看起来完全没交集啊，怎么突然在一起了？,疑问语调
是啊，他平常总爱炫耀，这点让人不太喜欢。,厌恶语调
没错，感情这种事真的很难理解，还是让他们自己处理吧。,平淡语气
哇！士林夜市的鸡排超有名的，我也超想去吃！,开心语调
当然有啊，士林夜市的炸鸡排一定要试试看，超好吃！,平淡语气
不会啊，刚炸好的时候外皮很酥脆，不会感觉油腻。,疑问语调
好啊！你一定不会后悔的！,开心语调
哇！那一球一定超帅的吧！,开心语调
好啊，你前阵子说最近手感不错，正好可以打一下。,平淡语气
是不是！你今天状态真的超好！,开心语调
哇，真的吗？感觉他今天体力还蛮好的！,惊奇语调
他们应该收敛一点，友谊赛不要伤了感情。,愤怒语调
考完试总算可以轻松一下，我也刚好超想去唱歌！,开心语调
别担心，你平常成绩都不错，这次应该也不会太差的。,关切语调
没事啦，下次注意时间就好，至少你把其他部分都写完了！,关切语调
没错，段考周每次都这么累，但考完就可以好好放松了。,平淡语气
真的假的！这么难的考题居然还有满分的，真厉害！,惊奇语调
好啊，市区人应该很多，回来记得跟我说一声。,平淡语气
哇！那很难得耶，平常都超挤，今天真幸运！,开心语调
是啊，现在还是要多注意防疫，这种行为真的很自私。,平淡语气
你可以去捷运出口那边的小吃街，蛮多好吃的东西！,疑问语调
好啊！最近天气也不错，骑车应该很舒服。,平淡语气
哇！真的吗？等下回程的时候一定要停下来拍个照！,惊奇语调
真的！这种小路上应该要慢点骑，真是不负责任！,愤怒语调
别担心，慢慢骑，万一太陡就下车推吧，安全第一。,关切语调
哇！真的！这海边的夕阳真是太震撼了，拍照根本无法捕捉它的美！,惊奇语调
是啊！海风吹著真的很舒服，晚上还能看到星星！,开心语调
好啊，搭好帐篷比较方便。,平淡语气
是啊，露营总会遇到这种问题，还好你有带防蚊液，赶快喷一下。,平淡语气
不用担心，你带了暖和的毯子，晚上围著篝火，应该就不会冷了。,关切语调
最近事情特别多吗？感觉你一整天都在赶进度，完全没时间休息。,平淡语气
太过分了吧！怎么可以这样，他根本没在顾及你诶！,愤怒语调
唉，这种时候特别难熬，你也不要给自己太多压力，试著找机会跟他们聊聊吧。,关切语调
别客气！遇到什么事都可以找我聊！,开心语调
我懂，很累吧？有时候真的要给自己一点喘息的时间，不然太辛苦了。,关切语调
最近跟男朋友还好吗？你看起来有点不开心。,平淡语气
我问过，但他总说没事，这样让我更问号，不知道该怎么办。,疑问语调
这样真的不太好耶，他不应该总是这样失约，完全不尊重你的感受。,愤怒语调
别客气！有什么不开心的事都可以找我，我们一起面对就好啦！,开心语调
对啊，我听说他最近在纠结要不要跟学姊告白，还跟好几个朋友讨论过呢。,疑问语调
真的喔？没想到他动作这么快，才说在犹豫没多久就行动了！,惊奇语调
对啊，这种时候起哄真的很不成熟，大家应该给他点空间才对。,愤怒语调
告白本来就是勇敢的事，不管结果怎样，你们都应该支持他。,关切语调
真的吗？是全国赛吗？,惊奇语调
应该很快就会开始了，全国赛的日期不远了。,疑问语调
这种感觉很难受，你有和你的主管谈过这个问题吗？,关切语调
真的吗？新闻内容是什么？,惊奇语调
这样真的很让人烦躁，你有尝试过跟他沟通你的感受吗？,愤怒语调
买了什么东西？,平淡语气
你是否有设定提醒或者制定计划来确保能按时完成？,关切语调
哇，那真是太棒了！学会了什么技能？,开心语调
孤单感很难受，有没有什么特定的事情让你这样感觉？,关切语调
哇，真的吗？你们有聊什么吗？,惊奇语调
这样的感觉真的很糟糕，你有尝试过和相关的人沟通你的感受吗？,愤怒语调
那可能是因为你昨天做了很多事情吧？,平淡语气
听起来很有趣，营队的主题是什么？,开心语调
能告诉我发生了什么事情吗？,关切语调
真的吗？那个地方有什么特别的吗？,惊奇语调
真的吗？是哪个桌游？,开心语调
那真的很沮丧，有什么是你觉得可以改进的地方吗？,关切语调
那真的是很让人生气，他们做了什么？,愤怒语调
哦？是什么游戏？好玩吗？,平淡语气
真的吗？那真是太厉害了！,惊奇语调
太棒了！你们赢了比赛吗？,开心语调
这真的很让人生气，裁判怎么可以这样呢？,愤怒语调
哦，你好像有点不高兴呢，是发生了什么事吗？可以和我说说，或者找其他方法来释放一下情绪。,关切语调
没关系的，一次考试并不能代表一切。我们要相信自己的能力，下次一定能做得更好。,关切语调
哎呀，你怎么会生气呢？是有人做错了什么吗？告诉我，我们一起解决这个问题吧。,疑问语调
难道你觉得自己的努力得不到任何回报吗？这可不能忍受！,愤怒语调
没关系的，人生就是这样，有起有落。我们要相信自己的能力，下次一定能做得更好。,关切语调
那真是太好了！听到你这么说，我感到很欣慰呢。希望你能一直保持这样的心情哦！,开心语调
）哦？那你是不是正在考虑一些重要的问题呢？,疑问语调
唉，那可真让人不舒服啊。,厌恶语调
你怎么能忍受被欺负呢？这绝对是不能接受的！,愤怒语调
哇，这真是太神奇了！我很期待你能发现更多令人惊讶的事情。保持这样的热情和好奇心，生活将会更加精彩哦！,开心语调
哎呀，别这么说嘛，每个人都有优点和不足，你也不例外呀。也许你觉得糟糕，但在别人眼里，你可能是个很棒的人呢！（微笑着鼓励）那你愿意和我讲讲为什么觉得自己糟糕吗？,关切语调
那很可惜呢。你跟她男朋友在一起多久啦？,关切语调
为什么突然想让我用生气的语气跟你说话呢？是心情不好吗？,疑问语调
当然可以啦，你最近心情怎么样呢？,开心语调
你怎么能这样呢！,愤怒语调
我听见了，你被欺负了。我相信你一定很不好受，但请不要害怕，你要告诉自己：「我是一个勇敢的人」，然后尽快把事情经过告诉大人或老师，他们会帮你解决问题的。,悲伤语调
这里的生活，就是这样。,平淡语气
生活就是这样，不过我们能选择如何度过。,平淡语气
嗯，真的有点长。,平淡语气
这真是太棒了！我终于找回了我的家！,开心语调
这是你应得的，辛巴，真为你高兴！,开心语调
哇，这是最棒的事，我回到过去了！,开心语调
你们所谓的秩序，其实不过是你的谎言。,愤怒语调
你不配谈秩序！你根本不理解！,愤怒语调
你怎么可以这么做！我们在这里努力保护地球！,愤怒语调
无论发生什么，我都会陪著你。,悲伤语调
如果你告诉我这不是真的，那我应该相信你吗？,疑问语调
天啊，这是真的！我们在现场看到了恐龙！,惊奇语调
这怎么可能，这是史前的生物！,惊奇语调
你根本不理解我，我不想再和你们待在一起！,厌恶语调
我很理解你，艾莎，但这样的冷漠我无法忍受。,悲伤语调
生活就像一盒巧克力，你永远不知道会得到什么。,平淡语气
别担心，你和我一样理智。,关切语调
我要她正在吃的那道菜。,平淡语气
希望是一件好事，也许是最好的事，没有好事会死去。,悲伤语调
如果你不能做出自己的决定，那当成人有什么意义呢？,疑问语调
你是谁？,疑问语调
你早该知道的。,平淡语气
爱是我们能够感知到的唯一一种超越时间和空间维度的事物。,平淡语气
在这个邪恶的世界里，没有什么是永恒的，连我们的麻烦也不例外。,平淡语气
我真希望我们能聊得久一点，但... 我要和一位老朋友共进晚餐。,悲伤语调
对我来说，你是完美的。,开心语调
你必须听我说！你根本不知道他们做了什么！,愤怒语调
你要么死得像个英雄，要么活得够久，看到自己变成恶棍。,愤怒语调
我不想和其他人在一起，但你必须让我走。,悲伤语调
如果你不能炫耀自己的车，那拥有它有什么意义呢？,疑问语调
你是个了不起的人>,关切语调
我失去了父亲，我不知道该怎么办...,悲伤语调
我不能失去他！他是我的朋友！,悲伤语调
你到底是谁？你怎么会这样做？,疑问语调
你确定这不只是一场梦？,疑问语调
这太不可思议了！我们终于到了！,惊奇语调
太棒了！这就是我一直梦想的地方！,开心语调
别怕，我会保护你。,关切语调
别担心，我会照顾你的，一切会好的,关切语调
我只想把事情做对。,平淡语气
你到底想要什么？！我们不会让你得逞的！,愤怒语调
你怎么能这样对我，我可是为了你付出了所有！,愤怒语调
我真不想再听到这些了，它们让我感到不悦。,厌恶语调
我真的不想再待在这里了，每一天都像是一场噩梦。,厌恶语调
天啊！这是真的吗？这不可能！,疑问语调
这...这是真的吗？我们成功了？,疑问语调
我只是做我的工作，这不关你的事。,平淡语气
这件事会有解决的办法，我们只需要时间。,平淡语气
我知道该怎么做，我们可以处理的。,平淡语气
这条路我们都知道，别再说了。,平淡语气
我们应该赶紧行动，没有时间浪费了。,平淡语气
你还好吗？你受伤了吗？我们可以帮忙！,关切语调
别担心，我会在这里的，没事的，我会照顾你。,关切语调
你没事吧？看起来很痛苦，要不要休息一下？,关切语调
太棒了！这是我们想要的结果，太高兴了！,开心语调
这就是我们要的！我们成功了！,开心语调
哇！这太棒了，我从来没想过能有这种结果！,开心语调
这太惊人了，我终于明白了，这真是梦想成真！,开心语调
你不配说这些话！,愤怒语调
这根本无法接受，你怎么可以这样！,愤怒语调
我忍无可忍了，你到底想干什么？,愤怒语调
让我很生气，这样根本不行！,愤怒语调
我知道一切都已经结束了，但还是感到无比的遗憾。,悲伤语调
我很抱歉，我没能保护你，你知道我一直在尽力。,悲伤语调
这真的是我最悲伤的时刻，我无法承受这种失落。,悲伤语调
我感到自己失去了一切，但我也知道，这是无法改变的事实。,悲伤语调
这真的能行吗？你确定这是唯一的办法？,疑问语调
这样做就可以吗？我们有没有其他的选择？,疑问语调
这真的是我们应该走的路吗？我们有没有选择过这样做？,疑问语调
我们真的能成功吗？这样做真的是对的吗？,疑问语调
天啊，这竟然发生了，我完全不敢相信！,惊奇语调
这怎么可能？这真的是未来的样子吗？,惊奇语调
这完全超出我预料了，这简直不敢相信！,惊奇语调
这怎么可能？他竟然能这样做！真是太不可思议了！,惊奇语调
我真是不想再听这些了，这一切太糟糕了。,厌恶语调
这让我感到很不舒服，我真不喜欢这样的情况。,厌恶语调
我完全不喜欢这样的局面，真的是令人不堪忍受。,厌恶语调
每次都这样，真的是让我心烦，我快受不了了。,厌恶语调
我进来这里已经十年了，这段时间对我来说，基本上就是度过了一些相似的日子。没有什么特别的，只有在监狱里的一天又一天。只要按照规定做事，就能过得去。那里的世界跟外面的世界无关。,平淡语气
也许我们一生中会遇到一些不顺心的事，但这并不意味著我们不能从中找到一丝光亮。生活就是这样，一个个小小的瞬间，我们必须学会去珍惜它们。,关切语调
对我来说，这样的生活还不错。虽然没有什么轰轰烈烈的事发生，但至少日子还是过得安稳，这样就够了。,平淡语气
我从来没有想过会有那么多人注意我的每一个举动，感觉就像一个舞台上的小丑，每走一步，都有人在看著我。这真的是非常压力山大，但我知道我得继续往前走，不能停下来。,悲伤语调
你知道，这只是一场普通的战争。我们只需要冷静处理。这不会变得太复杂。,平淡语气
我们已经知道对方的目标。接下来就看我们如何反击了。这一切，都是计划的一部分。,平淡语气
这并不新鲜，这是我见过的方式之一。或许这才是解决问题的真正方法。,平淡语气
事实上，这没那么大惊小怪。每个人都在做自己应该做的事。这就只是日常生活。,平淡语气
我没有时间讨论这些无关紧要的事。做你的事，我做我的。,平淡语气
你有没有伤到自己？别担心，我会照顾你的。你不是一个人，我会帮你的。,关切语调
你真的还好吗？那么多事情都发生了，我会在你身边，一直陪著你，直到我们解决这一切。,关切语调
我能理解你现在的感受，我也曾经经历过类似的情况。你要相信，一切都会过去的。,关切语调
你没事吧？我看得出来你正经历著一些很艰难的时刻。告诉我发生了什么，我会帮助你的。,关切语调
你的情况比我想象的要复杂，但我会给你时间，慢慢处理这一切。别急，慢慢来，没关系的。,关切语调
我一直告诉自己，这是个不可能的任务，但现在我们真的完成了！我好开心！,开心语调
我们还活著，我们真的还活著！这真是太好了，我无法形容此刻的心情！,开心语调
你居然敢对我说这些！这是你该付出的代价！,愤怒语调
我没时间再听这些狗屁！你到底想干什么？立刻告诉我！,愤怒语调
我以为我们有未来，我以为这是我们的故事，但现在一切都已经结束了。,悲伤语调
我真的试过了，拼尽了全力，却还是无法让生活变得更好。,悲伤语调
有时候，我们不得不承认一些无法改变的事实，而这些事实让我们无法呼吸。,悲伤语调
这是你认为的解决办法？你确定你知道你在做什么吗？,疑问语调
这太过惊人了，这不是我所能理解的世界。,惊奇语调
这种事我根本不想再看见，太让人心烦了。,厌恶语调
这件事不过是小事，没什么好大惊小怪的，大家都会经历。,平淡语气
生活有时候就是这样，起伏不定，但一切总会过去的。,平淡语气
也许我们现在觉得困难，但时间会证明一切。,平淡语气
这样的情况，我们总是会遇到，没什么好担心的。,平淡语气
就这样吧，事情总会过去，我们该做的是把握当下。,平淡语气
你还好吗？看起来你好像有些疲倦，不想休息一下吗？,关切语调
我知道最近对你来说很难，但记得，我随时都在这里，你可以随时找我。,关切语调
我感觉你有些不开心，是不是发生了什么事？告诉我，我会在这里听你说。,关切语调
你别太过担心，无论怎么样，总会有解决的办法的。,关切语调
我很担心你，最近的情况是不是让你很困扰？告诉我，我们一起想办法。,关切语调
真的是太开心了，这是一个我们期待已久的时刻！,开心语调
这真是太棒了！我一直相信我们会成功，现在看到这一切，真的很高兴！,开心语调
哈哈，我从来没想到会是这样的结局，真的是太让人开心了！,开心语调
我们真的是做到了！这是我最开心的时刻，我完全无法形容现在的心情！,开心语调
怎么能这样对待我？这完全不公平！我真的是受够了！,愤怒语调
你怎么可以这样！你知不知道这样会让我们所有人都陷入困境！,愤怒语调
不行！这种事情我不能再容忍了，我已经无法忍受下去了！,愤怒语调
这是我能忍受的极限，你这样做根本不应该！,愤怒语调
我已经受够了，怎么可以这样不负责任，这根本就是在玩弄我们的信任！,愤怒语调
我真的不知该如何面对这一切，感觉整个世界都变得无比沉重。,悲伤语调
我们已经努力了那么久，但为什么还是无法改变这个结局？,悲伤语调
当一切结束时，我只能在这里默默地承受，内心的痛，无人能理解。,悲伤语调
我感觉自己快要崩溃了，这一切真的让我觉得好无助。,悲伤语调
曾经有那么多希望，但现在看来，所有的希望都像是泡沫一样消失了。,悲伤语调
这真的是我们该做的选择吗？,疑问语调
"为什么会变成这样？我们真的不能再做些什么来改变吗？""",疑问语调
这样做是否真的是最好的办法？会不会还有其他的选择呢？,疑问语调
我们是否真的理解事情的真相，还是只是一味地按照自己的想法去走？,疑问语调
难道这就是我们所能达到的最终结果吗？是否还有其他方法可以改变？,疑问语调
这怎么可能？我完全没有想到会有这样的结局，太让人吃惊了！,惊奇语调
我简直不敢相信，结果竟然是这样，这真的是太出乎意料了！,惊奇语调
这真的是太不可思议了，我无法想像会有这样的结果！,惊奇语调
你说的真的吗？这一切看起来太让人难以置信了！,惊奇语调
我真的是受够了，这种情况每次发生我都觉得无比恶心，怎么会这样！,厌恶语调
这样的行为真让人不舒服，怎么会有这样的人，真的是让我不想再接触了。,厌恶语调
每次想到这些事情，我就感到一阵厌烦，真的是不想再继续下去。,厌恶语调
我对这样的事真的是无法忍受，这让我感觉极其不适。,厌恶语调
我已经厌倦了这样的局面，这种情况每次都让我不想再继续面对。,厌恶语调
这件事其实没什么，大家都会经历过的，不用太在意。,平淡语气
这样的情况，总会有解决办法，我们只是需要时间。,平淡语气
如果我说没关系，你也应该相信这样。生活本来就是这样。,平淡语气
没什么好紧张的，这只是小事，应该不会有大问题。,平淡语气
是啊，大家都会面对这种事，没什么特别的。,平淡语气
现在看起来还好，没什么大不了的，总会过去的。,平淡语气
这样吧，不用想太多，生活还是要继续下去。,平淡语气
听起来似乎有些麻烦，但不过就是这样，大家都能解决的。,平淡语气
我们都知道事情会有解决的时候，就算现在有些难，也不是不可克服的。,平淡语气
"有时候情况很让人无力，我知道你很努力，但也不要太勉强自己。""",关切语调
今天下了点小雨，路上的人似乎没有什么特别的反应，大家还是照常走自己的路。,平淡语气
在办公室里，大家都各自忙著自己的事，没有太多的交谈，气氛还算平静。,平淡语气
天气变得凉爽了，这种天气让人觉得有点安静，好像什么事都可以慢慢来。,平淡语气
他迟到了，也没有说太多话，只是默默地坐下，似乎也没什么大不了的。,平淡语气
会议上大家都提出了自己的意见，讨论也不算激烈，最终决定还是按照原计划进行。,平淡语气
我走过这条街已经不止一次，每次经过时，似乎都能看到差不多的景象，没什么变化。,平淡语气
他今天并没有特别的情绪，只是平静地说了几句话，然后就继续做自己的事。,平淡语气
这座城市的夜晚总是这样安静，街道上偶尔有些人走过，却也没有太多的声音。,平淡语气
每当到了这个时候，大家都习惯性地准备结束一天的工作，收拾好自己的东西，然后离开。,平淡语气
他告诉我这个消息时，语气平淡，似乎他早已习惯了这样的事情发生，也没有太多惊讶的感觉。,平淡语气
你今天看起来不太对劲，是不是身体不舒服？,关切语调
我注意到你最近常常看起来很疲倦，有没有什么事情让你感到压力？,关切语调
如果你需要帮助或只是想找个人聊聊，我随时都在。,关切语调
我知道这段时间可能对你很困难，但你不用担心，我们可以一起面对。,关切语调
听到你说的这些，我很担心你的情况，是否有什么我能帮忙的？,关切语调
你最近似乎很忙，别忘了照顾自己，身体健康最重要。,关切语调
如果你感到累了，记得休息，不要把自己逼得太紧。,关切语调
你的情况让我很担心，你还好吗？如果需要，我随时愿意听你说。,关切语调
你最近似乎有点焦虑，发生了什么事吗？你可以跟我说说看,关切语调
如果你觉得压力太大，不妨试著放松一下，调整一下心情，这样会更有帮助。,关切语调
太棒了！终于达成了目标，今天的努力都没有白费！,开心语调
这真是一个令人开心的惊喜，没想到能遇到这么开心的事！,开心语调
听到这个消息真是太高兴了，我真心为你感到开心！,开心语调
今天真的很幸运，碰到的每件事都让我觉得特别开心！,开心语调
这一刻真的是太完美了，一切都变得这么美好，让我无法不微笑。,开心语调
终于完成了这件事，现在我可以放松一下，真的是一个大解脱！,开心语调
今天的活动真是太有趣了，和朋友们一起度过的时光真是开心无比。,开心语调
我真的是无法忍受这样的行为，怎么会有人这么无理！,愤怒语调
看到这一切，我的心都沉了下来，感觉自己永远都无法走出这个阴影。,悲伤语调
这已经是我能忍受的极限了，从今天开始，我再也不会让这种事发生！,愤怒语调
你到底在做什么！每次我要求的事都做不好，真是让人愤怒！,愤怒语调
我已经受够了，为什么你总是这样对我！,愤怒语调
当我站在那里，看到曾经的一切，我的心情越来越沉重，无法停止悲伤。,悲伤语调
即使知道事情无法改变，我依然无法抑制内心的悲痛，这种感觉太痛苦了。,悲伤语调
你真的相信这样能解决问题吗？我有些怀疑。,疑问语调
你为什么会做出这个决定？我真的是很困惑。,疑问语调
哇，这真的让我大开眼界，我从来没想到过会是这样！,惊奇语调
真的吗？这太不可思议了，我完全没有预料到！,惊奇语调
你说的是不是真的？我真的是难以置信！,惊奇语调
这真是太出乎意料了，我完全没有预见到会有这样的结果！,惊奇语调
听到这些话，我心里充满了厌恶，这简直不能忍。,厌恶语调
今天的会议时间改了，从下午三点移到五点。,平淡语气
那条街最近在施工，骑车过去要绕路比较安全。,平淡语气
他刚刚说，下午要出去一趟，应该晚点才回来。,平淡语气
这家店的面包很好吃，特别是他们的牛角面包，很值得试试。,平淡语气
下周开始，天气可能会变冷，记得多加件衣服。,平淡语气
今天老师在课堂上提到，期中考的范围只到第五章,平淡语气
店里的灯泡坏了，刚才我已经换了一个新的。,平淡语气
我刚从便利商店买了点零食，要不要一起吃？,平淡语气
水壶里的水烧开了，记得拔掉插头。,平淡语气
昨天在电视上看到一个新的纪录片，看起来挺有意思的。,平淡语气
你怎么看起来心情不好？有什么事想跟我说吗？,关切语调
这么晚了你还在外面，要不要我去接你回来？,关切语调
早上出门时看你没吃早餐，等一下要不要一起吃点东西？,关切语调
听说你最近换了工作，还适应得了吗？,关切语调
你的手怎么受伤了？是不是在哪里摔倒了？,关切语调
如果有什么解决不了的问题，随时可以告诉我，我会帮忙的。,关切语调
这个周末不用加班了吧？记得好好休息。,关切语调
这件事你先别担心，交给我处理就好了。,关切语调
你今天脸色不太好，是不是昨晚没睡好？,关切语调
生日快乐！这是我们一起准备的惊喜，希望你喜欢！,开心语调
看吧，我就说你一定行的，你真的让我刮目相看！,开心语调
哈哈哈，刚刚那个笑话真的超好笑，我笑到肚子都痛了！,开心语调
我终于完成了！这是我这段时间最有成就感的事情！,开心语调
你怎么这么贴心，这真是我收到过最棒的礼物！,开心语调
天气这么好，我们干脆出门玩一天吧！,开心语调
终于见到你了！真的好久不见了，我超想你的！,开心语调
刚刚厨房的灯闪了一下，我觉得需要换灯泡了。,平淡语气
他说下周回来，应该会先去看阿嬷。,平淡语气
书架最左边的那本小说是新的，刚从书局买回来的。,平淡语气
路上车很多，应该是因为今天是假日。,平淡语气
桌上的咖啡凉了，你是不是忘记喝了？,平淡语气
刚才的通知说，会议改到下午三点进行。,平淡语气
冰箱里的牛奶快过期了，记得赶快喝掉。,平淡语气
你看起来有点累，要不要先休息一会儿？,关切语调
这几天天气转凉了，记得多穿件外套。,关切语调
你的手怎么受伤了？严不严重，要不要去医院检查一下？,关切语调
早上忘了问你，面试结果怎么样？还顺利吗？,关切语调
最近晚上都很冷，记得盖好被子才睡觉。,关切语调
你刚刚吃东西太快了，小心不要噎到。,关切语调
不要太自责，这件事本来就不是你的错。,关切语调
哈哈！你刚刚的表情真的超有趣！,开心语调
这是我最近最开心的一天，真的太感谢你了！,开心语调
我们终于成功了！这一切的努力都值得了！,开心语调
生日快乐！这是我准备很久的礼物，希望你会喜欢！,开心语调
今天的阳光真好，让人心情都变得特别轻松！,开心语调
你真的好厉害，我真是越来越佩服你了！,开心语调
太好了！这么棒的计划一定会成功的！,开心语调
这次旅行真是超级好玩，我还想再来一次！,开心语调
你什么意思？这根本是污蔑我！,愤怒语调
我已经再三忍让了，但你还是这么不尊重我！,愤怒语调
再这样下去，我真的不想再忍了！,愤怒语调
你是不是从来没有考虑过我的感受？,愤怒语调
我说过很多次了，为什么你还是不听！,愤怒语调
这种行为真的让人无法接受！,愤怒语调
我真的很努力了，但还是没办法挽回什么。,悲伤语调
为什么要这样结束？我以为我们还有机会。,悲伤语调
那天的雨声一直在我耳边，我怎么也忘不了。,悲伤语调
有时候，我觉得自己像个失败者，一无所有,悲伤语调
每次想到她离开时的样子，我就忍不住想哭。,悲伤语调
这条路走得好长，可是越走越觉得孤单。,悲伤语调
明明那么亲近，为什么最后还是变成了陌生人？,悲伤语调
梦里她笑得那么真，可是醒来却只有我一个人。,悲伤语调
原来，最痛苦的不是分开，而是明知道没办法重来。,悲伤语调
你真的相信，这一切会有改变吗？,疑问语调
为什么他说走就走，什么都不留下？,悲伤语调
你怎么知道这条路是对的？我们是不是应该再想想？,疑问语调
这些年来，你有没有真正快乐过？,疑问语调
这样做真的公平吗？对每个人来说都是一样的吗？,疑问语调
我们真的没有其他选择了吗？非得这样走下去？,疑问语调
那天的电话到底是什么意思？你为什么不说清楚？,疑问语调
你这样说，是不是代表著你其实也不确定？,疑问语调
这样做，真的值得吗？付出的代价会不会太大了,疑问语调
你从一开始就知道结局，为什么还让我选择？,疑问语调
哇！原来这里藏著这么美的风景！,惊奇语调
真的吗？这也太不可思议了吧！,惊奇语调
天啊！你居然完成了这么困难的事情！,惊奇语调
我没想到他会说这样的话，简直让人目瞪口呆！,惊奇语调
这幅画是你画的？天啊，真是太美了！,惊奇语调
怎么可能！这跟我预想的完全不一样啊！,惊奇语调
原来这一切都是真的，我以为是个玩笑！,惊奇语调
你怎么知道这些？简直像通灵一样！,惊奇语调
我居然抽中了头奖，这简直是奇迹啊！,惊奇语调
天啊！这是我看过最棒的表演！,惊奇语调
听你说话就像在听一场无聊的长篇大论。,厌恶语调
这样的行为真的让人很不舒服，你到底懂不懂礼貌？,厌恶语调
这道菜根本就没熟，谁受得了这味道？,厌恶语调
每次看到他那副样子，我都想直接转身离开。,厌恶语调
这地方真是让人待不下去，空气都觉得脏。,厌恶语调
今天的风向有点怪，可能会有山火的风险。,平淡语气
当时我们什么都不知道，直到电话响起。,平淡语气
他只说了一句话，就让全场安静了下来。,平淡语气
早餐店的老板很早就认识他了，说他总是点同样的东西。,平淡语气
那天的婚礼，有个奇怪的客人，也就是那个鬼。,平淡语气
你的车票掉了，是不是想回家？,平淡语气
她只是静静地站在那里，什么也没说。,平淡语气
事情结束后，我们就没再联络了，各自过著自己的生活。,平淡语气
他说，天空是灰的，可我们还是得往前走。,平淡语气
如果你仔细看，这杯饮料其实是有两层的。,平淡语气
如果有什么事不顺心，可以告诉我，我愿意听。,关切语调
这样熬夜真的对身体不好，休息一下吧。,关切语调
你还好吗？我听说今天发生了一些不愉快的事情。,关切语调
那个早餐好吃吗？下次我帮你多带一份。,关切语调
别担心，我会陪著你，直到事情解决为止。,关切语调
这件事对你来说重要吗？如果是，那我们一起努力吧。,关切语调
你的手怎么了？需要帮忙包扎一下吗？,关切语调
你的背包看起来好重，要不要我帮你拿一些？,关切语调
哈哈，没想到你也喜欢吃这家早餐！,开心语调
这首歌是我最喜欢的，我们一起唱吧！,开心语调
你看！那片云好像一只小狗，太可爱了！,开心语调
今天的运气真是好到爆炸，我居然抽中了头奖！,开心语调
和你一起工作真的很开心，每天都充满笑声。,开心语调
我终于完成了！这是我第一个自己设计的作品！,开心语调
你的笑容真的很有感染力，让我也不由自主地开心起来了。,开心语调
哈哈！你看你刚刚的样子，简直像个小孩！,开心语调
今天阳光正好，正适合去海边玩一整天！,开心语调
你到底在想什么？这么危险的事居然敢自己去做！,愤怒语调
如果你不打算解释，那我也没必要再浪费时间！,愤怒语调
你明知道会害到别人，还要继续这么做吗？,愤怒语调
别再说了！你以为一句抱歉就能解决吗？,愤怒语调
这么明显的错误，你怎么可能看不出来？,愤怒语调
我真的受够了，每次都得帮你收拾烂摊子！,愤怒语调
今天如果不是我拦住你，你知道会发生多严重的事吗？,愤怒语调
你有什么资格这样说？你根本不了解我！,愤怒语调
这样的行为简直令人发指，我不能接受！,愤怒语调
你最好给我一个合理的解释，否则就别怪我翻脸！,愤怒语调
我真的很想救他，但那一刻我什么也做不了。,悲伤语调
他连一句话都没留下，就这么消失了。,悲伤语调
我做了这么多，可最后还是没有人看见。,悲伤语调
每次走到这里，我都会想到那天发生的事。,悲伤语调
如果时间可以重来，我会选择另一条路。,悲伤语调
他说再见时，连眼神都不敢看我。,悲伤语调
我以为我们会永远在一起，但现实总是这么残酷。,悲伤语调
看著那些照片，我忍不住哭了出来。,悲伤语调
他走了之后，房间里只剩下他的香水味。,悲伤语调
这件事一直压在我心上，我真的好难受。,悲伤语调
你说的是真的吗？我该相信你吗？,疑问语调
为什么他要那样做？真的没有其他选择了吗？,疑问语调
你知道吗？当初我们明明可以走另一条路的。,疑问语调
这些年来，他一直隐瞒这些，究竟是为了什么？,疑问语调
这种感觉真的叫爱吗？还是我们只是在互相安慰？,疑问语调
你刚才说的那句话，到底是什么意思？,疑问语调
你为什么总是躲著我？是有什么不想让我知道吗？,疑问语调
他到底去哪里了？有人知道吗？,疑问语调
如果他真的这么在乎，为什么不早点说？,疑问语调
你相信这一切都是巧合，还是命运的安排？,疑问语调
天啊！你刚刚真的救了他吗？太厉害了吧！,惊奇语调
哇！原来他竟然会这么多才多艺！,惊奇语调
居然有这么大的改变，简直不可思议！,惊奇语调
这是一场奇迹，我们居然真的成功了！,惊奇语调
没想到他会答应，这简直像在做梦一样！,惊奇语调
哇！你是怎么办到的？这也太神了吧！,惊奇语调
这一切都是真的？我还以为是场玩笑！,惊奇语调
那个瞬间，整个场景简直就像电影一样！,惊奇语调
